Table Name,State Code,District Code,Town Code,Total/ Rural/ Urban,Area Name,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2308,29,20,42013000,Urban,Bommanahalli (CMC),11,2783,1466,1317,163,86,77,2620,1380,1240,6,3,3,794,438,356,1820,939,881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),12,3856,1969,1887,330,157,173,3526,1812,1714,20,12,8,554,327,227,2625,1324,1301,327,149,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),13,3168,1556,1612,209,92,117,2959,1464,1495,13,5,8,228,137,91,1874,938,936,844,384,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),14,3136,1623,1513,230,104,126,2906,1519,1387,15,9,6,203,122,81,1085,586,499,1603,802,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),15,3413,1767,1646,375,186,189,3038,1581,1457,23,12,11,189,100,89,826,438,388,1301,671,630,699,360,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),16,3604,1840,1764,337,159,178,3267,1681,1586,15,7,8,187,110,77,710,372,338,959,499,460,1396,693,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),17,3273,1659,1614,273,127,146,3000,1532,1468,26,11,15,148,81,67,611,300,311,600,321,279,1615,819,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),18,6279,3175,3104,751,309,442,5528,2866,2662,67,29,38,287,157,130,1182,589,593,1029,534,495,1901,935,966,946,532,414,24,15,9,92,75,17,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),19,4377,2219,2158,415,172,243,3962,2047,1915,39,21,18,167,86,81,712,332,380,652,332,320,1349,683,666,924,500,424,23,16,7,96,77,19,0,0,0,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),20-24,28602,15657,12945,3228,1198,2030,25374,14459,10915,278,154,124,974,482,492,4242,2047,2195,3617,1955,1662,7850,4498,3352,3954,2291,1663,220,173,47,843,704,139,3396,2155,1241,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),25-29,26548,14420,12128,4215,1481,2734,22333,12939,9394,266,142,124,1024,475,549,3988,1925,2063,2742,1454,1288,6573,3936,2637,2504,1538,966,211,156,55,748,630,118,4277,2683,1594,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),30-34,17535,10248,7287,3401,1311,2090,14134,8937,5197,176,104,72,720,359,361,2757,1479,1278,1608,976,632,4195,2799,1396,1409,941,468,109,93,16,385,327,58,2775,1859,916,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),35-39,15930,8541,7389,4198,1538,2660,11732,7003,4729,166,87,79,847,413,434,2870,1495,1375,1350,763,587,3224,2056,1168,927,611,316,60,53,7,226,183,43,2062,1342,720,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),40-44,10540,6047,4493,2851,1171,1680,7689,4876,2813,105,58,47,565,306,259,1742,1025,717,826,506,320,2197,1420,777,601,416,185,41,38,3,141,118,23,1471,989,482,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),45-49,9114,5164,3950,2745,1072,1673,6369,4092,2277,105,59,46,489,290,199,1475,870,605,680,428,252,1706,1117,589,418,252,166,36,28,8,109,87,22,1351,961,390,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),50-54,6271,3566,2705,2105,814,1291,4166,2752,1414,88,53,35,344,189,155,901,552,349,423,263,160,1120,731,389,277,182,95,25,24,1,100,89,11,888,669,219,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),55-59,3754,2073,1681,1381,507,874,2373,1566,807,57,28,29,264,142,122,563,328,235,218,153,65,605,395,210,112,79,33,26,25,1,96,82,14,432,334,98,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),60-64,3427,1838,1589,1562,571,991,1865,1267,598,58,26,32,222,135,87,472,281,191,184,117,67,448,303,145,85,64,21,17,16,1,53,49,4,326,276,50,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),65-69,1964,972,992,857,275,582,1107,697,410,29,14,15,154,81,73,284,146,138,106,63,43,284,174,110,41,36,5,14,13,1,21,18,3,174,152,22,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),70-74,1532,771,761,827,305,522,705,466,239,23,10,13,135,85,50,182,100,82,81,48,33,150,111,39,37,26,11,8,8,0,8,6,2,81,72,9,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),75-79,694,336,358,338,107,231,356,229,127,16,5,11,54,33,21,121,71,50,36,19,17,71,50,21,13,9,4,1,1,0,5,5,0,39,36,3,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),80+,987,463,524,552,190,362,435,273,162,13,8,5,79,47,32,135,74,61,37,21,16,104,75,29,17,8,9,2,2,0,6,5,1,42,33,9,0,0,0
C2308,29,20,42013000,Urban,Bommanahalli (CMC),Age not stated,269,133,136,127,57,70,142,76,66,57,37,20,12,3,9,23,8,15,14,6,8,29,18,11,1,0,1,0,0,0,3,2,1,3,2,1,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),All ages,131179,66551,64628,37096,15577,21519,94083,50974,43109,863,471,392,14726,7761,6965,22635,11202,11433,13294,6809,6485,21071,11134,9937,8919,4993,3926,152,107,45,1227,870,357,11196,7627,3569,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),0-6,14827,7539,7288,14827,7539,7288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),7,2406,1235,1171,337,174,163,2069,1061,1008,6,3,3,2063,1058,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),8,2743,1364,1379,155,82,73,2588,1282,1306,10,7,3,2578,1275,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),9,2321,1218,1103,81,38,43,2240,1180,1060,2,2,0,2010,1086,924,228,92,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),10,3113,1567,1546,159,82,77,2954,1485,1469,7,3,4,1648,861,787,1299,621,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),11,2392,1219,1173,87,33,54,2305,1186,1119,2,1,1,494,287,207,1809,898,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),12,3226,1668,1558,139,82,57,3087,1586,1501,8,3,5,253,148,105,2502,1297,1205,324,138,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),13,2884,1464,1420,123,56,67,2761,1408,1353,8,4,4,136,94,42,1626,855,771,991,455,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),14,2981,1501,1480,134,72,62,2847,1429,1418,5,1,4,114,82,32,818,474,344,1910,872,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),15,2674,1375,1299,162,86,76,2512,1289,1223,12,7,5,118,71,47,464,263,201,1266,660,606,652,288,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),16,2858,1477,1381,176,95,81,2682,1382,1300,11,6,5,109,76,33,404,241,163,728,437,291,1430,622,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),17,2533,1274,1259,113,64,49,2420,1210,1210,12,10,2,75,45,30,294,167,127,411,223,188,1628,765,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),18,4029,1969,2060,351,161,190,3678,1808,1870,23,12,11,200,109,91,559,285,274,579,299,280,1275,659,616,978,411,567,11,6,5,53,27,26,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),19,2530,1280,1250,148,65,83,2382,1215,1167,7,1,6,99,54,45,276,134,142,345,193,152,735,381,354,865,408,457,10,8,2,45,36,9,0,0,0,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),20-24,13949,7100,6849,1428,548,880,12521,6552,5969,91,45,46,595,344,251,1793,863,930,1714,934,780,3241,1653,1588,2784,1455,1329,39,25,14,274,199,75,1990,1034,956,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),25-29,12163,5819,6344,2080,724,1356,10083,5095,4988,93,45,48,588,283,305,1863,858,1005,1255,634,621,2690,1272,1418,1358,731,627,21,16,5,189,127,62,2026,1129,897,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),30-34,9978,4942,5036,2104,755,1349,7874,4187,3687,91,44,47,571,305,266,1590,756,834,932,466,466,2116,1067,1049,858,484,374,14,7,7,166,112,54,1536,946,590,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),35-39,10589,5110,5479,2640,916,1724,7949,4194,3755,112,66,46,640,309,331,1916,800,1116,914,443,471,1992,996,996,688,406,282,11,6,5,131,88,43,1545,1080,465,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),40-44,8338,4513,3825,2224,834,1390,6114,3679,2435,92,59,33,497,271,226,1389,695,694,566,279,287,1624,897,727,464,331,133,10,7,3,77,54,23,1395,1086,309,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),45-49,7504,4190,3314,2230,821,1409,5274,3369,1905,71,37,34,482,243,239,1242,594,648,480,274,206,1344,863,481,376,301,75,7,6,1,74,48,26,1198,1003,195,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),50-54,5357,3009,2348,1847,661,1186,3510,2348,1162,48,29,19,377,195,182,787,399,388,321,188,133,914,620,294,258,214,44,7,6,1,82,64,18,716,633,83,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),55-59,3165,1647,1518,1125,342,783,2040,1305,735,28,21,7,278,138,140,518,248,270,205,100,105,495,338,157,103,92,11,15,14,1,59,51,8,339,303,36,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),60-64,3285,1566,1719,1625,483,1142,1660,1083,577,38,19,19,271,147,124,457,227,230,146,88,58,390,282,108,103,89,14,2,1,1,31,24,7,222,206,16,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),65-69,1884,862,1022,897,260,637,987,602,385,23,11,12,192,84,108,317,154,163,69,34,35,219,166,53,39,34,5,3,3,0,25,21,4,100,95,5,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),70-74,1702,828,874,928,295,633,774,533,241,23,9,14,175,108,67,248,146,102,63,39,24,163,138,25,22,19,3,1,1,0,12,11,1,67,62,5,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),75-79,688,321,367,354,106,248,334,215,119,12,9,3,68,33,35,106,54,52,28,19,9,71,55,16,11,11,0,1,1,0,6,6,0,31,27,4,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),80+,927,425,502,572,178,394,355,247,108,12,6,6,85,51,34,109,75,34,38,30,8,79,63,16,7,5,2,0,0,0,3,2,1,22,15,7,0,0,0
C2308,29,22,42206000,Urban,Mandya (CMC),Age not stated,133,69,64,50,25,25,83,44,39,16,11,5,10,4,6,21,6,15,9,4,5,13,9,4,5,2,3,0,0,0,0,0,0,9,8,1,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),All ages,116574,59743,56831,25833,11303,14530,90741,48440,42301,632,309,323,13327,6704,6623,19887,9957,9930,11943,5987,5956,18898,9596,9302,9715,5198,4517,340,201,139,2622,1922,700,13377,8566,4811,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),0-6,12688,6548,6140,12688,6548,6140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),7,1947,1027,920,356,185,171,1591,842,749,4,2,2,1587,840,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),8,2311,1136,1175,145,72,73,2166,1064,1102,6,3,3,2160,1061,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),9,2022,1019,1003,55,28,27,1967,991,976,1,1,0,1828,910,918,138,80,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),10,2901,1526,1375,106,53,53,2795,1473,1322,2,0,2,1746,932,814,1047,541,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),11,2206,1140,1066,46,21,25,2160,1119,1041,2,2,0,480,288,192,1678,829,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),12,2910,1507,1403,95,58,37,2815,1449,1366,2,1,1,264,177,87,2271,1154,1117,278,117,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),13,2575,1364,1211,65,34,31,2510,1330,1180,4,3,1,89,67,22,1365,753,612,1052,507,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),14,2682,1373,1309,100,58,42,2582,1315,1267,2,0,2,107,66,41,646,379,267,1827,870,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),15,2447,1239,1208,119,70,49,2328,1169,1159,8,5,3,93,62,31,355,217,138,1141,557,584,731,328,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),16,2655,1304,1351,133,75,58,2522,1229,1293,14,8,6,124,82,42,314,197,117,620,311,309,1450,631,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),17,2416,1281,1135,87,47,40,2329,1234,1095,11,8,3,87,46,41,231,142,89,295,173,122,1705,865,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),18,3634,1859,1775,219,121,98,3415,1738,1677,16,5,11,189,129,60,478,283,195,414,234,180,906,440,466,1223,521,702,31,12,19,158,114,44,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),19,2312,1178,1134,100,49,51,2212,1129,1083,19,11,8,67,41,26,209,116,93,238,133,105,472,225,247,1067,522,545,31,10,21,109,71,38,0,0,0,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),20-24,12812,6728,6084,777,309,468,12035,6419,5616,94,55,39,466,261,205,1482,791,691,1288,683,605,2366,1143,1223,2992,1557,1435,110,51,59,714,517,197,2523,1361,1162,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),25-29,10607,5069,5538,1132,365,767,9475,4704,4771,85,39,46,501,228,273,1514,714,800,1104,548,556,2158,1029,1129,1235,620,615,44,28,16,425,291,134,2409,1207,1202,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),30-34,8676,4429,4247,1110,430,680,7566,3999,3567,65,26,39,462,214,248,1385,617,768,786,396,390,1719,858,861,859,471,388,34,27,7,342,259,83,1914,1131,783,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),35-39,9269,4584,4685,1526,566,960,7743,4018,3725,62,36,26,577,261,316,1716,779,937,798,404,394,1780,825,955,674,357,317,30,25,5,202,146,56,1904,1185,719,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),40-44,7194,3743,3451,1262,483,779,5932,3260,2672,37,14,23,499,218,281,1255,578,677,527,253,274,1433,714,719,490,288,202,12,10,2,161,113,48,1518,1072,446,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),45-49,6849,3707,3142,1251,434,817,5598,3273,2325,40,13,27,480,200,280,1202,559,643,518,260,258,1385,722,663,448,289,159,8,5,3,146,109,37,1371,1116,255,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),50-54,4893,2707,2186,1051,359,692,3842,2348,1494,33,22,11,364,167,197,820,380,440,344,173,171,1022,592,430,310,230,80,9,6,3,111,88,23,829,690,139,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),55-59,3140,1652,1488,713,218,495,2427,1434,993,23,10,13,308,131,177,570,243,327,220,102,118,623,380,243,174,134,40,9,8,1,91,77,14,409,349,60,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),60-64,2740,1440,1300,862,273,589,1878,1167,711,21,9,12,260,105,155,472,230,242,187,89,98,488,331,157,110,95,15,12,10,2,87,77,10,241,221,20,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),65-69,1745,873,872,548,127,421,1197,746,451,12,6,6,213,84,129,294,138,156,124,67,57,310,235,75,66,57,9,5,5,0,40,33,7,133,121,12,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),70-74,1401,646,755,596,157,439,805,489,316,20,5,15,176,64,112,211,121,90,89,47,42,189,148,41,35,31,4,2,2,0,22,15,7,61,56,5,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),75-79,641,293,348,254,73,181,387,220,167,7,4,3,101,36,65,105,46,59,41,24,17,67,54,13,20,16,4,3,2,1,9,7,2,34,31,3,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),80+,805,326,479,384,73,311,421,253,168,21,8,13,95,32,63,121,64,57,45,34,11,93,75,18,11,10,1,0,0,0,5,5,0,30,25,5,0,0,0
C2308,29,23,42305000,Urban,Hassan (CMC),Age not stated,96,45,51,53,17,36,43,28,15,21,13,8,4,2,2,8,6,2,7,5,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),All ages,399565,200630,198935,72898,30122,42776,326667,170508,156159,1215,609,606,49102,23729,25373,79122,39036,40086,38615,21712,16903,66947,35996,30951,36832,18737,18095,574,382,192,6272,4459,1813,47988,25848,22140,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),0-6,40536,20679,19857,40536,20679,19857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),7,6213,3156,3057,948,477,471,5265,2679,2586,11,3,8,5254,2676,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),8,6625,3320,3305,260,135,125,6365,3185,3180,6,3,3,6359,3182,3177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),9,6389,3245,3144,139,56,83,6250,3189,3061,4,2,2,5741,2948,2793,505,239,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),10,7086,3631,3455,179,79,100,6907,3552,3355,5,2,3,5041,2647,2394,1861,903,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),11,6003,3043,2960,85,35,50,5918,3008,2910,1,1,0,1716,959,757,4201,2048,2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),12,7380,3797,3583,146,53,93,7234,3744,3490,2,2,0,753,453,300,6164,3132,3032,315,157,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),13,6853,3340,3513,130,40,90,6723,3300,3423,3,1,2,361,220,141,4745,2344,2401,1614,735,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),14,7236,3630,3606,134,51,83,7102,3579,3523,10,6,4,246,146,100,2459,1346,1113,4387,2081,2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),15,6900,3443,3457,221,89,132,6679,3354,3325,11,5,6,253,127,126,1273,712,561,3827,1952,1875,1315,558,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),16,7216,3583,3633,195,73,122,7021,3510,3511,10,4,6,268,127,141,1231,648,583,1856,1085,771,3656,1646,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),17,7254,3621,3633,158,60,98,7096,3561,3535,8,5,3,219,106,113,1031,514,517,1055,688,367,4783,2248,2535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),18,10093,4943,5150,363,145,218,9730,4798,4932,39,15,24,391,189,202,1585,805,780,1161,719,442,2560,1309,1251,3728,1575,2153,33,31,2,233,155,78,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),19,8453,4271,4182,200,72,128,8253,4199,4054,37,17,20,304,155,149,1125,568,557,813,527,286,1704,900,804,3959,1826,2133,41,28,13,270,178,92,0,0,0,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),20-24,44242,23082,21160,1584,663,921,42658,22419,20239,203,118,85,1693,887,806,6562,3360,3202,4395,2805,1590,8549,4860,3689,11097,5564,5533,170,116,54,1556,1065,491,8433,3644,4789,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),25-29,38373,19178,19195,2109,761,1348,36264,18417,17847,118,56,62,2175,997,1178,7101,3330,3771,3997,2477,1520,8058,4313,3745,4659,2386,2273,103,47,56,935,704,231,9118,4107,5011,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),30-34,32708,16523,16185,2143,752,1391,30565,15771,14794,109,55,54,2358,1022,1336,6497,3216,3281,3055,1882,1173,7278,3960,3318,3468,1712,1756,64,42,22,661,523,138,7075,3359,3716,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),35-39,32306,16312,15994,2943,911,2032,29363,15401,13962,112,50,62,2789,1185,1604,7008,3498,3510,2592,1545,1047,6636,3644,2992,2989,1570,1419,37,19,18,648,506,142,6552,3384,3168,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),40-44,26267,14035,12232,2453,781,1672,23814,13254,10560,87,55,32,2413,1088,1325,5603,2889,2714,1821,1141,680,5594,3125,2469,2328,1317,1011,31,19,12,527,392,135,5410,3228,2182,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),45-49,23955,12725,11230,2816,797,2019,21139,11928,9211,82,39,43,2396,1089,1307,5273,2691,2582,1765,1023,742,4867,2745,2122,1868,1066,802,26,21,5,402,269,133,4460,2985,1475,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),50-54,18829,9696,9133,2766,683,2083,16063,9013,7050,75,38,37,1970,878,1092,4158,2074,2084,1539,829,710,3715,2003,1712,1230,721,509,24,20,4,373,281,92,2979,2169,810,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),55-59,13351,6476,6875,2515,604,1911,10836,5872,4964,70,35,35,1527,678,849,3109,1431,1678,1244,620,624,2469,1309,1160,580,395,185,20,18,2,233,160,73,1584,1226,358,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),60-64,11731,5354,6377,2682,589,2093,9049,4765,4284,61,25,36,1427,631,796,2679,1214,1465,1106,524,582,2169,1201,968,371,254,117,12,10,2,181,113,68,1043,793,250,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),65-69,9348,4017,5331,2448,548,1900,6900,3469,3431,41,12,29,1263,518,745,2113,890,1223,856,399,457,1685,991,694,215,145,70,6,5,1,129,66,63,592,443,149,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),70-74,6619,2685,3934,2072,454,1618,4547,2231,2316,37,13,24,959,377,582,1386,598,788,607,247,360,950,583,367,150,91,59,4,3,1,68,27,41,386,292,94,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),75-79,3788,1468,2320,1211,234,977,2577,1234,1343,19,11,8,610,226,384,772,318,454,341,151,190,536,334,202,85,54,31,3,3,0,25,8,17,186,129,57,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),80+,3349,1145,2204,1320,236,1084,2029,909,1120,18,7,11,568,196,372,606,228,378,234,102,132,374,245,129,76,49,27,0,0,0,27,9,18,126,73,53,0,0,0
C2308,29,24,42405000,Urban,Mangalore (M Corp.),Age not stated,462,232,230,142,65,77,320,167,153,36,29,7,48,22,26,75,40,35,35,23,12,49,22,27,29,12,17,0,0,0,4,3,1,44,16,28,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),All ages,755379,383480,371899,184905,80279,104626,570474,303201,267273,3998,2015,1983,79664,40306,39358,122542,59208,63334,67245,33861,33384,128494,66103,62391,56499,30697,25802,2632,1833,799,14622,10961,3661,94776,58217,36559,2,0,2
C2308,29,26,42604000,Urban,Mysore (M Corp.),0-6,82990,42521,40469,82990,42521,40469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),7,13543,6849,6694,1884,944,940,11659,5905,5754,57,32,25,11602,5873,5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
