Table Name,State Code,District Code,Town Code,Total/ Rural/ Urban,Area Name,Age-Group,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational Level - Literate without Educational Level Persons,Educational Level - Literate without Educational Level Males,Educational Level - Literate without Educational Level Females,Educational Level - Below Primary Persons,Educational Level - Below Primary Males,Educational Level - Below Primary Females,Educational Level - Primary Persons,Educational Level - Primary Males,Educational Level - Primary Females,Educational Level - Middle Persons,Educational Level - Middle Males,Educational Level - Middle Females,Educational Level - Matric/Secondary Persons,Educational Level - Matric/Secondary Males,Educational Level - Matric/Secondary Females,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Persons,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Males,Educational Level - Higher Secondary/Intermediate Pre-University/Senior Secondary Females,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Non-technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Technical Diploma or Certificate Not Equal to Degree Persons,Educational Level - Technical Diploma or Certificate Not Equal to Degree Males,Educational Level - Technical Diploma or Certificate Not Equal to Degree Females,Educational Level - Graduate & Above Persons,Educational Level - Graduate & Above Males,Educational Level - Graduate & Above Females,Unclassified - Persons,Unclassified - Males,Unclassified - Females
C2308,29,26,42604000,Urban,Mysore (M Corp.),8,15111,7589,7522,1122,576,546,13989,7013,6976,38,24,14,13951,6989,6962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),9,13000,6546,6454,617,327,290,12383,6219,6164,18,10,8,11159,5660,5499,1206,549,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),10,17253,8858,8395,834,453,381,16419,8405,8014,36,27,9,9757,5165,4592,6626,3213,3413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),11,12916,6615,6301,490,262,228,12426,6353,6073,20,17,3,2917,1670,1247,9489,4666,4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),12,17057,8684,8373,848,439,409,16209,8245,7964,28,18,10,1642,1032,610,13081,6559,6522,1458,636,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),13,14415,7265,7150,628,312,316,13787,6953,6834,36,21,15,694,427,267,8439,4464,3975,4618,2041,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),14,15460,7911,7549,796,428,368,14664,7483,7181,21,10,11,652,416,236,4436,2396,2040,9555,4661,4894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),15,14630,7498,7132,897,442,455,13733,7056,6677,40,28,12,568,345,223,2544,1407,1137,6744,3527,3217,3837,1749,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),16,15571,7675,7896,934,465,469,14637,7210,7427,43,21,22,593,360,233,2116,1176,940,3836,2010,1826,8049,3643,4406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),17,14323,7253,7070,727,369,358,13596,6884,6712,33,13,20,483,298,185,1627,915,712,2047,1111,936,9406,4547,4859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),18,21508,10733,10775,1829,812,1017,19679,9921,9758,113,59,54,935,524,411,2935,1449,1486,2616,1395,1221,6247,3237,3010,6147,2777,3370,118,70,48,568,410,158,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),19,14874,7513,7361,910,367,543,13964,7146,6818,64,37,27,477,291,186,1600,801,799,1528,795,733,3621,1796,1825,5963,2954,3009,124,67,57,587,405,182,0,0,0,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),20-24,80404,40540,39864,7366,2685,4681,73038,37855,35183,410,209,201,2802,1527,1275,9674,4658,5016,7498,3989,3509,16991,8536,8455,16442,8528,7914,685,402,283,3402,2377,1025,15132,7629,7503,2,0,2
C2308,29,26,42604000,Urban,Mysore (M Corp.),25-29,70750,33796,36954,9937,3398,6539,60813,30398,30415,418,197,221,2823,1285,1538,9630,4254,5376,6363,3182,3181,15405,7392,8013,7442,3720,3722,415,266,149,2439,1863,576,15878,8239,7639,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),30-34,58982,29854,29128,9377,3671,5706,49605,26183,23422,354,186,168,2530,1221,1309,8323,3821,4502,4765,2382,2383,13069,6706,6363,5181,2906,2275,332,239,93,1915,1436,479,13136,7286,5850,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),35-39,60340,29933,30407,12011,4420,7591,48329,25513,22816,410,200,210,3083,1452,1631,9464,4241,5223,4238,2052,2186,12448,6286,6162,4455,2598,1857,249,186,63,1561,1243,318,12421,7255,5166,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),40-44,47573,25474,22099,9163,3687,5476,38410,21787,16623,312,164,148,2302,1121,1181,7078,3488,3590,2917,1489,1428,10131,5334,4797,3404,2069,1335,166,128,38,1103,847,256,10997,7147,3850,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),45-49,42954,23379,19575,9182,3502,5680,33772,19877,13895,305,152,153,2264,1046,1218,6532,3204,3328,2667,1418,1249,8914,4891,4023,2770,1776,994,115,94,21,763,558,205,9442,6738,2704,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),50-54,32492,17434,15058,7780,2737,5043,24712,14697,10015,252,142,110,1848,847,1001,4725,2248,2477,1871,930,941,6641,3625,3016,1820,1204,616,125,111,14,661,518,143,6769,5072,1697,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),55-59,21680,11050,10630,5358,1725,3633,16322,9325,6997,185,79,106,1529,630,899,3525,1519,2006,1385,671,714,4164,2227,1937,1061,752,309,110,100,10,577,456,121,3786,2891,895,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),60-64,20761,10393,10368,6581,2069,4512,14180,8324,5856,232,99,133,1512,669,843,3212,1383,1829,1131,531,600,3734,2175,1559,715,525,190,66,60,6,466,394,72,3112,2488,624,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),65-69,13904,6773,7131,4220,1201,3019,9684,5572,4112,141,57,84,1239,515,724,2376,955,1421,831,380,451,2394,1441,953,457,361,96,59,50,9,289,228,61,1898,1585,313,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),70-74,10754,5501,5253,3815,1155,2660,6939,4346,2593,129,53,76,988,454,534,1876,876,1000,581,319,262,1703,1242,461,303,242,61,33,30,3,149,118,31,1177,1012,165,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),75-79,5359,2728,2631,1820,536,1284,3539,2192,1347,67,29,38,531,200,331,957,437,520,306,173,133,862,644,218,157,134,23,12,10,2,73,62,11,574,503,71,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),80+,6236,2848,3388,2583,679,1904,3653,2169,1484,112,46,66,771,282,489,1047,517,530,270,161,109,799,617,182,165,140,25,22,20,2,57,42,15,410,344,66,0,0,0
C2308,29,26,42604000,Urban,Mysore (M Corp.),Age not stated,539,267,272,206,97,109,333,170,163,124,85,39,12,7,5,24,12,12,20,8,12,79,15,64,17,11,6,1,0,1,12,4,8,44,28,16,0,0,0
